method,seed,rollout,step,reward_mean,lat_cost,rate_cost,drop_cost,lambda_lat,lambda_rate,lambda_drop,rho_mean,rho_std,beta_mean,rho_ref_mean,beta_ref_mean,delta_rho_mean,delta_rho_std,delta_beta_mean,delta_beta_std,policy_log_std_mean,loss,steps_train_nominal,steps_train_load,steps_train_edge,steps_train_burst,steps_train_joint
ReferenceResidual-FixedPenalty-PPO,3,38,159744,0.16498400270938873,0.5399169921875,0.007239475380629301,0.1285170167684555,5.0,4.0,3.0,0.64192060870569,0.2774103363018002,2.9525362431737845,0.6543460809756585,2.7933276584940763,-0.012425472269968336,0.03353424529097065,0.15920858467970808,0.46482029442465284,-1.179291009902954,3.0135386168956755,0,0,0,0,4096
ReferenceResidual-FixedPenalty-PPO,3,39,163840,0.2057175636291504,0.00152587890625,0.0032344008795917034,0.007111677899956703,5.0,4.0,3.0,0.2957888009234772,0.25791957305167074,1.068329553775067,0.29442972519508304,1.1789945075836354,0.00135907572839417,0.04174965512625952,-0.11066495380856839,0.4384113317061954,-1.1776316165924072,1.7704559167847038,3840,0,0,0,256
ReferenceResidual-FixedPenalty-PPO,3,40,167936,0.21795523166656494,0.00018310546875,0.0,0.0,5.0,4.0,3.0,0.2942953100867816,0.25082820725595684,0.935195292506728,0.2958716338798933,1.0720194487261459,-0.001576323793111694,0.04162842626727544,-0.1368241562194179,0.43925476084896414,-1.1860535144805908,1.3526455609127879,1160,2936,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,41,172032,0.20759527385234833,0.0001220703125,0.0,0.0,5.0,4.0,3.0,0.24265688042664513,0.21208461988987337,1.0179102859146747,0.24081063900353775,1.1812420758451625,0.0018462414231073783,0.04026235394070349,-0.1633317899304878,0.43522514048086036,-1.1940809488296509,1.0696383960545064,0,2064,2032,0,0
ReferenceResidual-FixedPenalty-PPO,3,42,176128,0.18715810775756836,0.0081787109375,0.0,0.001652419799938798,5.0,4.0,3.0,0.31253744092740476,0.26593638169836803,1.4918677400777922,0.3099024470456332,1.5563470961153052,0.0026349938817715633,0.03931264049664544,-0.06447935603751298,0.44310898971262486,-1.190535068511963,1.6111709982156754,0,0,2968,0,1128
ReferenceResidual-FixedPenalty-PPO,3,43,180224,0.16810865700244904,0.489013671875,0.0030555317644029856,0.14083579182624817,5.0,4.0,3.0,0.5938035414199877,0.29280061189837875,3.037062064558723,0.6052828428203227,2.9909178448019738,-0.011479301400335009,0.03663643131925757,0.04614421975674929,0.46068966349084345,-1.1890653371810913,5.7689730152487755,0,224,0,0,3872
ReferenceResidual-FixedPenalty-PPO,3,44,184320,0.2223374992609024,0.006591796875,0.0,0.0,5.0,4.0,3.0,0.27231748759736796,0.2430697117504197,0.9122064829022488,0.26992391733461374,1.0980282928290275,0.0023935702627542036,0.03969544721769719,-0.18582180992677855,0.4368732918538599,-1.1903305053710938,0.4814708702266216,0,4096,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,45,188416,0.1936287134885788,0.00738525390625,0.0,0.0,5.0,4.0,3.0,0.3372999721295946,0.27013088479910063,1.0779775406052934,0.3329906076255807,1.1995990216331336,0.004309364504013908,0.041307039986353,-0.12162148102784033,0.4379033586039483,-1.194319248199463,2.035952329449356,3416,680,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,46,192512,0.21166665852069855,0.03851318359375,0.0,0.0,5.0,4.0,3.0,0.4040513326736259,0.28658033788740933,1.1780615913822976,0.4043990376837178,1.252138902967244,-0.00034770501009193447,0.04016588220767407,-0.07407731158494625,0.44388004877888143,-1.1878182888031006,1.5442366771399976,1584,0,0,2512,0
ReferenceResidual-FixedPenalty-PPO,3,47,196608,0.2255360633134842,0.045654296875,0.0,0.0,5.0,4.0,3.0,0.44326472198661077,0.3019332438720157,1.2234072007017702,0.4447843003384597,1.266877223533876,-0.0015195783518489319,0.03779765579632136,-0.04347002283210599,0.4455188019798146,-1.1888326406478882,2.45659357085824,0,0,1608,2488,0
ReferenceResidual-FixedPenalty-PPO,3,48,200704,0.18015126883983612,0.06695556640625,0.0,0.005047318525612354,5.0,4.0,3.0,0.4016718294552249,0.30461961139453486,1.8754802876804701,0.4002500920944634,1.83978226015292,0.0014217373607614972,0.038937386107664736,0.03569802752755008,0.44856578509952866,-1.186165452003479,2.0242260325700046,704,0,3392,0,0
ReferenceResidual-FixedPenalty-PPO,3,49,204800,0.20013758540153503,0.00823974609375,0.0,0.0,5.0,4.0,3.0,0.37116162960352556,0.28960418409482136,1.2499876036824071,0.3675069548939225,1.2874057793616198,0.003654674709603058,0.03965809134605244,-0.03741817567921269,0.4494400939763846,-1.1791027784347534,0.5350497551262379,4096,0,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,50,208896,0.17326223850250244,0.09619140625,0.00014240127347875386,0.0,5.0,4.0,3.0,0.4703375712924243,0.31351883531938207,1.93605019982621,0.4707825889936655,1.9310581638211857,-0.00044501770124112617,0.038914502562908806,0.0049920360050239865,0.4723278965363212,-1.1765848398208618,1.6585748229175805,200,0,3896,0,0
ReferenceResidual-FixedPenalty-PPO,3,51,212992,0.19970062375068665,0.1080322265625,0.0062661971896886826,0.031628724187612534,5.0,4.0,3.0,0.40214759586453697,0.303314885613229,1.5832728441075234,0.40476038854570967,1.671080852238351,-0.002612792681172758,0.03901541387404472,-0.08780800813082794,0.46393808616114157,-1.17803955078125,2.124441373720765,0,2992,1104,0,0
ReferenceResidual-FixedPenalty-PPO,3,52,217088,0.22612592577934265,0.00018310546875,0.0,0.0,5.0,4.0,3.0,0.28377304498271505,0.23588477632514318,0.9722226962744085,0.2827208321049528,1.1054205318370434,0.001052212877762239,0.040828228466470586,-0.13319783556263512,0.45067938375043837,-1.175323247909546,1.2394003098830582,0,2008,0,2088,0
ReferenceResidual-FixedPenalty-PPO,3,53,221184,0.23914630711078644,0.01837158203125,0.0,0.0,5.0,4.0,3.0,0.3915997062349781,0.27221801076333896,1.1305635209761706,0.39296161003832547,1.2077705717555056,-0.001361903803347421,0.04189136185233762,-0.077207050779335,0.459474251148174,-1.1797056198120117,1.6610136513598264,0,0,0,2912,1184
ReferenceResidual-FixedPenalty-PPO,3,54,225280,0.22746440768241882,0.106689453125,0.0,0.015390584245324135,5.0,4.0,3.0,0.4620095858341551,0.3030188027739999,1.6157597129588437,0.4659219159024572,1.6259618100234468,-0.0039123300683021256,0.03822209361061616,-0.010202097064602927,0.47514393521558856,-1.180140733718872,2.3422793157398702,0,0,0,0,4096
ReferenceResidual-FixedPenalty-PPO,3,55,229376,0.22885355353355408,0.05157470703125,0.002630324102938175,0.01703958958387375,5.0,4.0,3.0,0.39341843907999213,0.29149115998942726,1.6503804328577794,0.39702066442431594,1.7076852895710326,-0.0036022253443238686,0.04019267767578035,-0.0573048567132531,0.4711488218088654,-1.1781309843063354,1.515648090839386,0,0,0,0,4096
ReferenceResidual-FixedPenalty-PPO,3,56,233472,0.19820106029510498,0.06597900390625,0.0,0.012689200229942799,5.0,4.0,3.0,0.3455921580003878,0.2739032419039101,1.256209994093086,0.34488517599507923,1.3237231486256404,0.0007069820053086162,0.040887596275402095,-0.06751315453255438,0.46522766091309514,-1.185969591140747,0.9772713482379913,3472,0,0,0,624
ReferenceResidual-FixedPenalty-PPO,3,57,237568,0.207850381731987,0.0001220703125,0.0,0.0,5.0,4.0,3.0,0.3063075782357353,0.2593900411842307,1.0734019296875343,0.3070406566041112,1.1594902463484158,-0.0007330783683758997,0.04012894716402662,-0.08608831666088132,0.4575236720830401,-1.1812821626663208,2.0307978466153145,1528,2568,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,58,241664,0.2190653532743454,0.0,0.0,0.0,5.0,4.0,3.0,0.25653177021940976,0.2219345537534987,0.9691082529925722,0.2547291420990566,1.061813582920693,0.0018026281203531412,0.040733875935406554,-0.0927053299281207,0.4605603654031696,-1.183084487915039,1.1985435029491782,0,2432,1664,0,0
ReferenceResidual-FixedPenalty-PPO,3,59,245760,0.17088371515274048,0.250732421875,0.005349435843527317,0.028733404353260994,5.0,4.0,3.0,0.5339283031274678,0.3178028938657335,2.693009903458961,0.5384271230757861,2.5696761750123045,-0.004498819948318409,0.03444438629522969,0.12333372844665626,0.4545917094909553,-1.190216064453125,3.381961940973997,0,0,3336,760,0
ReferenceResidual-FixedPenalty-PPO,3,60,249856,0.2358192503452301,0.0235595703125,0.0,0.0,5.0,4.0,3.0,0.43816466887717387,0.27872880532382577,1.1629275321693568,0.43723183165798085,1.1840218465603467,0.0009328372191930182,0.04017084616300642,-0.021094314390989827,0.44607212841749877,-1.1878912448883057,0.5193809056654572,0,0,0,4096,0
ReferenceResidual-FixedPenalty-PPO,3,61,253952,0.22282648086547852,0.0028076171875,0.0,0.0,5.0,4.0,3.0,0.30967781458004173,0.265530835991774,1.0309942894797568,0.308724109194501,1.1227300795534192,0.0009537053855407431,0.04007761841353939,-0.0917357900736624,0.4487535912497592,-1.1890368461608887,1.8398222455754876,0,3952,0,144,0
ReferenceResidual-FixedPenalty-PPO,3,62,258048,0.195499449968338,0.1656494140625,0.0,0.0,5.0,4.0,3.0,0.4334262925966229,0.31419409301608214,1.5719524903658701,0.4350216836999067,1.6503544637177914,-0.0015953911032836972,0.03610467595894064,-0.07840197335192145,0.4618572700611671,-1.1823217868804932,2.5623736180365086,0,1048,0,0,3048
ReferenceResidual-FixedPenalty-PPO,3,63,262144,0.20473144948482513,0.0841064453125,0.003325415775179863,0.03951200842857361,5.0,4.0,3.0,0.43700403928726267,0.3082592349209841,1.770507246334467,0.43674625920913146,1.862876364612487,0.000257780078131203,0.03835565851853628,-0.09236911827801979,0.457677506960737,-1.1813406944274902,3.5921429239213465,2144,0,0,0,1952
ReferenceResidual-FixedPenalty-PPO,3,64,266240,0.20620040595531464,0.01092529296875,0.0,0.0,5.0,4.0,3.0,0.31288385380155087,0.27127961556614094,0.9472055080827481,0.3109123841204897,1.1019670940449742,0.001971469681061212,0.03996263450299187,-0.15476158596222594,0.44538304814314617,-1.1789354085922241,1.8048012271523475,2856,0,0,1240,0
ReferenceResidual-FixedPenalty-PPO,3,65,270336,0.23470757901668549,0.0133056640625,0.0,0.0,5.0,4.0,3.0,0.41384634212302746,0.2688718814813352,1.0838408237022934,0.4104185576754473,1.1963611852529539,0.003427784447580163,0.04328489774364808,-0.11252036155066028,0.45549934258403313,-1.176090121269226,2.1397463125176728,0,0,336,3760,0
ReferenceResidual-FixedPenalty-PPO,3,66,274432,0.165981262922287,0.17425537109375,0.0050489334389567375,0.005906917620450258,5.0,4.0,3.0,0.5342688146920729,0.31289218634015076,2.2398861764439153,0.5372379392323613,2.2784899770788796,-0.002969124540288394,0.03605749264058594,-0.03860380063496456,0.46334093373643936,-1.1760473251342773,2.217084500938654,0,0,4096,0,0
ReferenceResidual-FixedPenalty-PPO,3,67,278528,0.21030841767787933,0.15032958984375,0.001884260680526495,0.009204999543726444,5.0,4.0,3.0,0.4249757988671965,0.3066515223061515,1.6254094816439117,0.4243191804286574,1.750384017288823,0.0006566184385391788,0.03961777250061863,-0.12497453564491111,0.4584609891537667,-1.175661325454712,2.8690050948411225,0,0,568,0,3528
ReferenceResidual-FixedPenalty-PPO,3,68,282624,0.22989949584007263,0.0372314453125,0.0,0.008005732670426369,5.0,4.0,3.0,0.3998218240263125,0.27832041035591415,1.175177193013329,0.39893112470518866,1.2938931669203488,0.0008906993211238096,0.04207318324950838,-0.11871597390701999,0.45502800496107715,-1.1809463500976562,1.7048330191522836,0,0,0,2624,1472
ReferenceResidual-FixedPenalty-PPO,3,69,286720,0.21783120930194855,0.0352783203125,0.0,0.0,5.0,4.0,3.0,0.3705753622749107,0.2804452300381738,1.075786078066826,0.37290934996194636,1.2220997820912196,-0.0023339876870356667,0.04160655847553901,-0.14631370402439353,0.45448751951275046,-1.184364914894104,3.5074394844472407,1720,0,0,2376,0
ReferenceResidual-FixedPenalty-PPO,3,70,290816,0.19088388979434967,0.01025390625,0.0,0.0,5.0,4.0,3.0,0.3179220072871989,0.26402865945107473,1.021535291663853,0.31616275323679693,1.1792270251136996,0.001759254050401918,0.03980762623943513,-0.15769173344984672,0.45394886055280187,-1.1957961320877075,1.9267386810854077,3280,0,816,0,0
ReferenceResidual-FixedPenalty-PPO,3,71,294912,0.17846590280532837,0.253173828125,0.014234415255486965,0.02181568369269371,5.0,4.0,3.0,0.5287906228996735,0.31424060342308685,2.4632490152757525,0.5323777027858352,2.450649451215357,-0.0035870798861617303,0.034970699625480516,0.012599564060395703,0.47310034678022206,-1.1914219856262207,2.107220866531134,0,0,4096,0,0
ReferenceResidual-FixedPenalty-PPO,3,72,299008,0.22491957247257233,0.0,0.0004149521701037884,0.001600960036739707,5.0,4.0,3.0,0.2806355317549244,0.24191810673185038,0.8665634847696577,0.276557253988457,1.0726184041576647,0.0040782777664673765,0.03962636020959051,-0.20605491938800705,0.45352768964432394,-1.1908587217330933,0.5121849299874157,0,4008,88,0,0
ReferenceResidual-FixedPenalty-PPO,3,73,303104,0.2163759469985962,0.0738525390625,0.0,0.0,5.0,4.0,3.0,0.40321199518133,0.2910364606502292,1.1397486572620772,0.4042935074595071,1.286601807233583,-0.0010815122781770064,0.040261208666854,-0.1468531499715056,0.4567793462386675,-1.1893820762634277,2.3715743627399206,0,992,0,3104,0
ReferenceResidual-FixedPenalty-PPO,3,74,307200,0.21932528913021088,0.06634521484375,0.0,0.0,5.0,4.0,3.0,0.34706967756944296,0.28446419689134006,1.1660940300539024,0.3452571360639287,1.292739669486423,0.0018125415055142897,0.03998768897956229,-0.12664563943252066,0.4568503144892604,-1.1922657489776611,2.468019773066044,0,0,0,1896,2200
ReferenceResidual-FixedPenalty-PPO,3,75,311296,0.20154091715812683,0.244384765625,0.0,0.03993919864296913,5.0,4.0,3.0,0.5421965932178203,0.29876708047944783,2.197361424504103,0.5509310771084761,2.1935508622226156,-0.00873448389065584,0.03869049428235724,0.003810562281487191,0.46287352255296016,-1.1934401988983154,4.9342342734336855,0,1296,0,0,2800
ReferenceResidual-FixedPenalty-PPO,3,76,315392,0.2247280776500702,0.00177001953125,0.0,0.0,5.0,4.0,3.0,0.30617797818108283,0.26287231029859914,0.9167776626180861,0.30218695712330257,1.073073553343186,0.003991021057780286,0.040272438071611016,-0.1562958907251001,0.4615772608807414,-1.1906335353851318,1.380340956710279,0,3704,392,0,0
ReferenceResidual-FixedPenalty-PPO,3,77,319488,0.15386557579040527,0.32135009765625,0.028560595586895943,0.03723542019724846,5.0,4.0,3.0,0.5921303852591481,0.2951495530870858,2.8591970463712117,0.6006213844752067,2.7470154619597156,-0.008490999216058535,0.035331726911555845,0.11218158441149668,0.4600618020842074,-1.1822988986968994,2.72158490344882,0,0,4096,0,0
ReferenceResidual-FixedPenalty-PPO,3,78,323584,0.19331695139408112,0.0015869140625,0.01002007257193327,0.0103794876486063,5.0,4.0,3.0,0.30768408420728693,0.26640271683120065,1.1397415595614677,0.3026712932740903,1.16027992985242,0.005012790933196668,0.03993946892008632,-0.020538370290951995,0.4606201688304222,-1.178206443786621,1.933862802758813,3584,0,512,0,0
ReferenceResidual-FixedPenalty-PPO,3,79,327680,0.21368947625160217,0.00732421875,0.0,0.0,5.0,4.0,3.0,0.245330102550548,0.21906958581010702,1.0698051388030112,0.23907368390310135,1.144293211913716,0.006256418647446673,0.04132483278472783,-0.07448807311070466,0.4566488503517279,-1.1843687295913696,1.7099026056937874,1416,2680,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,80,331776,0.2204040288925171,0.0010986328125,0.0,0.0,5.0,4.0,3.0,0.274762842156619,0.24260668836901386,0.9590811005157148,0.26964567364386793,1.0607925294545162,0.005117168512751054,0.039929266533837146,-0.1017114289388015,0.4654125332469575,-1.2012946605682373,1.5116265553981065,1776,2320,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,81,335872,0.19453056156635284,0.0,3.553569172254356e-07,0.0,5.0,4.0,3.0,0.261925006908295,0.22223055499829159,1.0960525961469598,0.25415591833726414,1.1491021750978332,0.007769088571030873,0.039857541919747976,-0.05304957895087345,0.43843857140282105,-1.2164592742919922,1.6143754301592708,3224,0,872,0,0
ReferenceResidual-FixedPenalty-PPO,3,82,339968,0.18822042644023895,0.017822265625,0.0015948957297950983,0.0,5.0,4.0,3.0,0.35826870007098477,0.28985781156436363,1.511499244704241,0.3556733145107357,1.5024870475027323,0.002595385560249102,0.038567213172046616,0.009012197201508802,0.4562031432098634,-1.2195976972579956,0.4465245787985623,0,0,4096,0,0
ReferenceResidual-FixedPenalty-PPO,3,83,344064,0.18571050465106964,0.26104736328125,0.0,0.03255731239914894,5.0,4.0,3.0,0.49118046039088853,0.3128633244363039,2.1256475173703526,0.4887254583625707,2.130780704788879,0.002455002028317975,0.03701700277560736,-0.0051331874185265094,0.4514438413341169,-1.2188503742218018,1.842238024249673,0,0,32,0,4064
ReferenceResidual-FixedPenalty-PPO,3,84,348160,0.20230698585510254,0.23748779296875,0.001419929671101272,0.08442877233028412,5.0,4.0,3.0,0.5567957427677838,0.2996608406874148,2.046995939176134,0.5536217803497067,2.0415664282494173,0.0031739624180770433,0.036646003701751834,0.005429510926716993,0.4618462202287832,-1.2208449840545654,4.821333905309439,0,0,0,3160,936
ReferenceResidual-FixedPenalty-PPO,3,85,352256,0.22426342964172363,0.16058349609375,0.0,0.0,5.0,4.0,3.0,0.3895437798441498,0.29704817476522255,1.5217485805644286,0.37982425538821896,1.612124138939857,0.009719524455930923,0.03996887338297786,-0.09037555837542866,0.4707689750533889,-1.2186667919158936,3.76766302138567,0,0,0,1840,2256
ReferenceResidual-FixedPenalty-PPO,3,86,356352,0.18531790375709534,0.281494140625,0.00548420799896121,0.06938818097114563,5.0,4.0,3.0,0.5740160685392284,0.2918677622537604,2.344723398457384,0.5742860630276359,2.3767576187664243,-0.0002699944884074477,0.03641256968400929,-0.032034220309040254,0.4565150059426295,-1.2174533605575562,6.513941924273968,0,0,0,1352,2744
ReferenceResidual-FixedPenalty-PPO,3,87,360448,0.2345772087574005,0.02325439453125,0.0,0.0,5.0,4.0,3.0,0.4350156092430667,0.2752374194299876,1.231048251929898,0.4227512740060647,1.3353192413106094,0.012264335237001982,0.0404247481164737,-0.10427098938071133,0.46199503292913596,-1.2167552709579468,1.5328860692679882,0,0,448,3648,0
ReferenceResidual-FixedPenalty-PPO,3,88,364544,0.18557660281658173,0.03857421875,0.0,0.0,5.0,4.0,3.0,0.37782815908364187,0.2973939912791632,1.5719380752281482,0.3743078822967745,1.5862214104571193,0.0035202767868674958,0.03852947378577171,-0.014283335228970928,0.45964900340740966,-1.2246853113174438,0.6804301237687469,0,0,4096,0,0
ReferenceResidual-FixedPenalty-PPO,3,89,368640,0.22858403623104095,0.0,0.0,0.0,5.0,4.0,3.0,0.3138088825306298,0.2611074153356518,1.0482589779654554,0.31135489492082213,1.1554413380120192,0.002453987609807661,0.038256530627536506,-0.10718236004656406,0.4496362066355529,-1.2352850437164307,0.49012495679780843,0,3640,456,0,0
ReferenceResidual-FixedPenalty-PPO,3,90,372736,0.213406041264534,0.00054931640625,0.0,0.0,5.0,4.0,3.0,0.2752680404595031,0.2311823616126791,1.1018882827442422,0.2695475726965031,1.2394482956471764,0.005720467763000024,0.03832139192924458,-0.13756001290293413,0.4494891160309437,-1.2366867065429688,1.1559465385507792,2736,1360,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,91,376832,0.1942100077867508,0.04901123046875,0.0,0.0,5.0,4.0,3.0,0.43224508052571864,0.3039441735448283,1.416151254052509,0.43973930541213746,1.4738930789807747,-0.007494224886418767,0.03698320404396517,-0.057741824928265476,0.45646080766975244,-1.2335199117660522,1.6200990678742528,2264,0,1832,0,0
ReferenceResidual-FixedPenalty-PPO,3,92,380928,0.16537418961524963,0.24725341796875,0.0017270530806854367,0.02518649771809578,5.0,4.0,3.0,0.541867382954402,0.3059783969686779,2.439836156629208,0.558420850179542,2.439040986439363,-0.016553467225139937,0.03788018225654416,0.0007951701898449137,0.4536423907722022,-1.2401149272918701,5.629145292937755,0,0,3168,928,0
ReferenceResidual-FixedPenalty-PPO,3,93,385024,0.23431773483753204,0.06561279296875,0.0,0.0,5.0,4.0,3.0,0.42628346698002184,0.2765730433985211,1.1916113566612894,0.42677890993514156,1.24711229255731,-0.0004954429551196931,0.03985519129212395,-0.05550093589602043,0.4473729423411967,-1.2459595203399658,2.5826892156153916,24,0,0,4072,0
ReferenceResidual-FixedPenalty-PPO,3,94,389120,0.19490587711334229,0.0,0.0,0.0,5.0,4.0,3.0,0.275596994116037,0.23028396371590162,1.068491568124042,0.27684985642989507,1.1749471394211177,-0.0012528623138580931,0.03782681369891733,-0.10645557129707602,0.4363922988787679,-1.265718698501587,0.18613887107931076,4096,0,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,95,393216,0.2101127803325653,0.01483154296875,0.0,0.0,5.0,4.0,3.0,0.3320857043452905,0.27880568558872415,1.0770785017927844,0.33741525900622765,1.1309301905163873,-0.005329554660937157,0.03688032617803158,-0.053851688723602666,0.4403578223831625,-1.2669093608856201,0.9961543519049882,880,3216,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,96,397312,0.20926982164382935,0.031494140625,0.0,0.0,5.0,4.0,3.0,0.3269022766285468,0.2705112902517378,1.1505487571126587,0.33069638155640446,1.230844807224313,-0.0037941049278575993,0.03801851420225545,-0.0802960501116543,0.4392775935779654,-1.264283299446106,2.1135114969685675,0,1784,0,0,2312
ReferenceResidual-FixedPenalty-PPO,3,97,401408,0.197524294257164,0.2200927734375,0.003566027618944645,0.056833405047655106,5.0,4.0,3.0,0.5038786029435971,0.2941028635563105,1.9948679587806397,0.5272720912269222,2.0782141042915256,-0.023393488283325017,0.04132351095777826,-0.08334614551088554,0.43762090825212446,-1.2675259113311768,4.923612735420465,1408,0,0,0,2688
ReferenceResidual-FixedPenalty-PPO,3,98,405504,0.19687789678573608,0.0025634765625,0.0,0.0,5.0,4.0,3.0,0.3556725025374722,0.27841180120537606,1.3288566686901744,0.36294925522853705,1.3676943194864946,-0.007276752691064876,0.03706413141632231,-0.03883765079632015,0.44815780578112585,-1.271308183670044,0.5048795023001731,3592,0,0,504,0
ReferenceResidual-FixedPenalty-PPO,3,99,409600,0.22204844653606415,0.23699951171875,0.0,0.0,5.0,4.0,3.0,0.4960300183603063,0.2910005499544492,1.8001923893248968,0.5127149358785378,1.881681948747759,-0.016684917518231424,0.04030501610794649,-0.08148955942286235,0.43370100987018745,-1.2675219774246216,3.0694947205483913,0,0,0,4096,0
ReferenceResidual-FixedPenalty-PPO,3,100,413696,0.2202930748462677,0.0506591796875,0.0,0.005826175678521395,5.0,4.0,3.0,0.3719069393820862,0.28375221124784467,1.394547389895934,0.38282139173908775,1.418963255047078,-0.01091445235700153,0.038927043123266974,-0.024415865151144096,0.44759712647526134,-1.2687267065048218,2.8086233057081698,0,0,0,400,3696
ReferenceResidual-FixedPenalty-PPO,3,101,417792,0.21164570748806,0.14447021484375,9.127132216235623e-05,0.03233237564563751,5.0,4.0,3.0,0.3766186357627246,0.29230992794614813,1.516658978312761,0.3916580268339187,1.5756828980431408,-0.0150393910711941,0.04047771962560016,-0.059023919730379806,0.45172127469675677,-1.2756578922271729,4.480333030968905,0,2792,0,0,1304
ReferenceResidual-FixedPenalty-PPO,3,102,421888,0.21302461624145508,0.0,0.0,0.0,5.0,4.0,3.0,0.2583175531918348,0.22886588818046394,1.0790065169989105,0.2617453955568333,1.0974125389495832,-0.003427842364998449,0.036987771628912945,-0.01840602195067271,0.44437406021736187,-1.2689534425735474,1.8856478486210109,0,2208,1888,0,0
ReferenceResidual-FixedPenalty-PPO,3,103,425984,0.1825806200504303,0.066162109375,0.006935653742402792,0.016406282782554626,5.0,4.0,3.0,0.44174243117340267,0.3065921216081682,1.8401089940365558,0.456731004501181,1.888021664312857,-0.014988573327778216,0.03716546417479489,-0.047912670276300945,0.4432869093403922,-1.2678190469741821,5.169181710481643,0,0,3112,984,0
ReferenceResidual-FixedPenalty-PPO,3,104,430080,0.22503498196601868,0.13946533203125,0.0,0.0,5.0,4.0,3.0,0.4806899934828355,0.290852368802526,1.5593919800618967,0.4918975488899627,1.6350757445132726,-0.011207555407127237,0.039283615141341606,-0.07568376445137587,0.45111576994057084,-1.2639598846435547,3.973384241014719,0,0,0,4016,80
ReferenceResidual-FixedPenalty-PPO,3,105,434176,0.22060143947601318,0.134521484375,0.00014359598571900278,0.0,5.0,4.0,3.0,0.3932357068194884,0.2889604484793737,1.452292139061968,0.40899647722617094,1.5070035907345962,-0.01576077040668248,0.04105443662934015,-0.05471145167262796,0.4371732534257381,-1.2682185173034668,1.9910892125219106,0,0,0,0,4096
ReferenceResidual-FixedPenalty-PPO,3,106,438272,0.21841123700141907,0.019775390625,0.0,0.0201348215341568,5.0,4.0,3.0,0.30918078004634936,0.2677833893418741,1.2574537411097602,0.32152578768093326,1.352013776061255,-0.012345007634583885,0.03709731923090238,-0.0945600349514949,0.44650588467780644,-1.2702045440673828,1.9279897887259723,0,3272,0,0,824
ReferenceResidual-FixedPenalty-PPO,3,107,442368,0.2119753658771515,0.0120849609375,0.0,0.0,5.0,4.0,3.0,0.22698508361756192,0.1950243832516854,1.0821873697754651,0.2340645268278302,1.1700783153967715,-0.007079443210268255,0.03659419564109688,-0.08789094562130623,0.43563702010524896,-1.2727816104888916,0.5984959485940635,2368,1728,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,108,446464,0.20447352528572083,0.0,0.0,0.0,5.0,4.0,3.0,0.27225083445590803,0.23311662344139952,1.028738927818286,0.2821944096403302,1.0706550089096196,-0.00994357518442219,0.03669618799453558,-0.041916081091333574,0.44453258555025527,-1.2785248756408691,1.6724267669022084,2632,0,1464,0,0
ReferenceResidual-FixedPenalty-PPO,3,109,450560,0.17756672203540802,0.06939697265625,6.811405000917148e-06,0.010687542147934437,5.0,4.0,3.0,0.44869207700367264,0.30939065014307,1.964509395795452,0.46803585069274134,1.962696394960171,-0.01934377368906868,0.03641322587748251,0.001813000835281144,0.44282578221815033,-1.280045986175537,4.238762566447258,560,0,3536,0,0
ReferenceResidual-FixedPenalty-PPO,3,110,454656,0.20488372445106506,0.00201416015625,0.00014211989764589816,0.0,5.0,4.0,3.0,0.28699153393070975,0.25187871604720485,1.0994990185841527,0.3032071696932923,1.1491179111161227,-0.016215635762582597,0.03623029642028794,-0.049618892531969966,0.43616382396524006,-1.2829804420471191,0.2814642731100321,4096,0,0,0,0
ReferenceResidual-FixedPenalty-PPO,3,111,458752,0.18750867247581482,0.2603759765625,0.0,0.0054678176529705524,5.0,4.0,3.0,0.4629258833418421,0.314444549854262,1.733696373122618,0.4846125647741039,1.8501542767042127,-0.02168668143226179,0.036448540696278585,-0.11645790358159461,0.4473169860589182,-1.281794786453247,3.2833238303661347,344,0,0,0,3752
ReferenceResidual-FixedPenalty-PPO,3,112,462848,0.20787739753723145,0.126708984375,0.0008891713805496693,0.07201328873634338,5.0,4.0,3.0,0.4082805966489721,0.3031685736457252,1.5342543573249205,0.42872719330452247,1.627394287916734,-0.020446596655550285,0.03669625414350113,-0.0931399305918135,0.43975837657190414,-1.2816683053970337,4.027332665771246,0,2848,0,0,1248
ReferenceResidual-FixedPenalty-PPO,3,113,466944,0.20613417029380798,0.001953125,0.0,0.0,5.0,4.0,3.0,0.29423184105847977,0.25412425540799405,1.0181070231922122,0.3107592041364633,1.1288285580217392,-0.016527363077983553,0.035820397749252435,-0.11072153482952707,0.44433329454451775,-1.282306432723999,1.4185454672202469,0,2152,1944,0,0
